name;adress
Военный Комиссариат Города Мценск И Мценского Района Орловской Области; Область Мценский, Город Мценск, Улица Ленина 5
Военный Комиссариат Сармановского И Муслюмовского Районов Республики Татарстан; Республика Татарстан, Село Сарманово
Военный Комиссариат Арзгирского Района Ставропольского Края; Край Ставропольский, Село Арзгир Улица П.базалеева 9
Военный Комиссариат Ленинского Района Г. Самары, Территориальный Орган Министерства Обороны Российской Федерации; Область Самарская, Город Самара, Улица Ленинская 147
Военный Комиссариат Города Суздаль И Суздальского Района Владимирской Области; Область Владимирская, Город Суздаль, Улица Ленина 7
Военный Комиссариат Хворостянского Района Самарской Области; Область Самарская, Село Хворостянка Улица Комсомольская 26
Военный Комиссариат Стародубского Района Брянской Области; Область Брянская, Город Стародуб, Улица Советская 23
Военный Комиссариат Новодеревеньковского Района Орловской Области; Область Орловская, Поселок городского типа Хомутово
Военный Комиссариат Рязанского Района Рязанской Области; Область Рязанская, Город Рязань, Улица Связи 11 а
Военный Комиссариат Города Россошь, Россошанского, Ольховатского И Подгоренского Районов Воронежской Области; Область Воронежская, Город Россошь,
Военный Комиссариат Октябрьского Района Города Иваново; Область Ивановская, Город Иваново, Улица Карла маркса 12/74
Военный Комиссариат Города Ефремов, Ефремовского И Каменского Районов Тульской Области; Область Тульская, Город Ефремов, Улица Заводская 1а
Военный Комиссариат Залегощенского Района Орловской Области; Область Орловская, Поселок городского типа Залегощь
Военный Комиссариат Города Саяногорск И Бейского Района Республики Хакасия; Республика Хакасия, Город Саяногорск,
Военный Комиссариат Советского Района Города Иваново; Область Ивановская, Город Иваново, Улица Лежневская 19/21
Военный Комиссариат Болховского Района Орловской Области; Область Орловская, Город Болхов, Улица Ленина 40
Военный Комиссариат Аскизского И Таштыпского Районов Республики Хакасия; Республика Хакасия, Село Аскиз Улица Суворова 9 -
Военный Комиссариат Новоспасского И Радищевского Районов Ульяновской Области; Область Ульяновская, Рабочий поселок Новоспасское Улица Терешковой 24
Военный Комиссариат Ленинского И Фрунзенского Районов Г. Владивосток Приморского Края; Край Приморский, Город Владивосток, Улица Уборевича 23
Военный Комиссариат Большеберезниковского И Кочкуровского Районов Республики Мордовия; Республика Мордовия, Село Большие березники Улица Московская 58а
Военный Комиссариат Города Анжеро-судженск, Ижморского И Яйского Районов Кемеровской Области; Область Кемеровская, Город Анжеро-судженск, Улица Прокопьевская 49а
Военный Комиссариат Атяшевского И Дубенского Районов Республики Мордовия; Республика Мордовия, Рабочий поселок Атяшево Улица Ленина 5
Военный Комиссариат Якшур- Бодьинского И Шарканского Районов Удмуртской Республики; Республика Удмуртская, Село Якшур-бодья Улица Пушиной 140
Военный Комиссариат Усть-ишимского И Тевризского Районов Омской Области; Область Омская, Село Усть-ишим Улица Советская 67
Военный Комиссариат Тамбовского И Константиновского Районов Амурской Области; Область Амурская, Село Тамбовка Улица 50 лет октября 2
Военный Комиссариат Казанского И Сладковского Районов; Область Тюменская, Село Казанское Улица Дзержинского 11
Военный Комиссариат Городов Междуреченск, Мыски И Междуреченского Района Кемеровской Области; Область Кемеровская, Город Междуреченск, Улица Гули королевой 6
Военный Комиссариат Города Остров, Островского, Палкинского И Пыталовского Районов Псковской Области; Область Псковская, Город Остров, Улица 1 мая 25
Военный Комиссариат Города Черепаново,черепановского И Маслянинского Районов Новосибирской Области; Область Новосибирская, Город Черепаново,
Военный Комиссариат Города Светлоград, Петровского И Грачевского Районов Ставропольского Края; Край Ставропольский, Город Светлоград, Улица Тургенева 1
Военный Комиссариат Города Уварово, Уваровского,инжавинского И Мучкапского Районов Тамбовской Области; Область Тамбовская, Город Уварово, Улица Советская 24
Военный Комиссариат Опаринского Района Кировской Области; Область Опаринский, Поселок городского типа Опарино
Военный Комиссариат Центрального И Автозаводского Районов Города Набережные Челны Республики Татарстан; Республика Татарстан, Город Набережные челны, Проспект Сююмбике 43
Военный Комиссариат Октябрьского Района Курской Области; Область Курская, Поселок городского типа Прямицыно Улица Сеймская 54
"Учреждение ""военный Комиссариат Ярского Района"""; Республика Ярский, Поселок Яр Улица Советская 94
Государственное Учреждение Военный Комиссариат Муслюмовского Района Рт; Республика Татарстан, Село Муслюмово Улица Пушкина 42
Военный Комиссариат Сарпинского Района Республики Калмыкия; Республика Сарпинский, Село Садовое Улица Ленина 66
Военный Комиссариат Ленинского Района Г. Астрахани; Область Астраханская, Город Астрахань, Улица Яблочкова 11
Военный Комиссариат Кадошкинского Района Республики Мордовия; Республика Мордовия, Рабочий поселок Кадошкино Улица Октябрьская 2
Военный Комиссариат Кетченеровского Района Республики Калмыкия; Республика Кетченеровский, Поселок Кетченеры Улица Номто очирова 20
Военный Комиссариат Лямбирского Района Республики Мордовия; Республика Мордовия, Село Лямбирь Улица Ленина 7
Военный Комиссариат Октябрьского Района Г. Ижевска; Республика Удмуртская, Город Ижевск, Улица Им вадима сивкова 191
Военный Комиссариат Ромодановского Района Республики Мордовия; Республика Мордовия, Поселок Ромоданово Улица Ленина 138 б
Военный Комиссариат Кезского Района; Республика Кезский, Поселок Кез Улица Советская 8
Объединенный Военный Комиссариат Г. Сарапула; Республика Удмуртская, Город Сарапул, Улица Советская 8
Министерство Обороны Российской Федерации Военный Комиссариат Шарканского Района; Республика Удмуртская, Село Шаркан Улица Советская 44а
Военный Комиссариат Кизнерского Района Удмуртской Республики; Республика Кизнерский, Поселок Кизнер Улица Красная 18
Военный Комиссариат Московского Района Г. Казани; Республика Татарстан, Город Казань, Улица Декабристов 98
Военный Комиссариат Города Кызыла Республики Тыва; Республика Тыва, Город Кызыл, Улица Рабочая 9
Военный Комиссариат Ютазинского Района; Республика Татарстан, Поселок городского типа Уруссу
Военный Комиссариат Атнинского Района Республики Татарстан; Республика Татарстан, Село Большая атня Улица Октябрьская 9
Военный Комиссариат Балезинского Района; Республика Балезинский, Поселок Балезино Улица Кирова 10
Военный Комиссариат Целинного Района Республики Калмыкия; Республика Целинный, Село Троицкое Улица В.чкалова 11
Военный Комиссариат Приволжского Района Г. Казани; Республика Татарстан, Город Казань, Улица Свердлова 52
Объединенный Военный Комиссариат Города Можга Удмуртской Республики; Республика Удмуртская, Город Можга, Улица Наговицына 15
Военный Комиссариат Темниковского, Ельниковского Итеньгушевского Районов Республики Мордовия; Республика Мордовия, Город Темников, Улица Розы люксембург 46
Военный Комиссариат Иловлинского И Ольховского Районов Волгоградской Области; Область Волгоградская, Рабочий поселок Иловля Улица Кирова 79
Военный Комиссариат Оренбургского И Сакмарского Районов Оренбургской Области; Область Оренбургская, Город Оренбург, Улица Пролетарская 154
Военный Комиссариат Города Ясный, Ясненского, Светлинского И Домбаровского Районов Оренбургской Области; Область Оренбургская, Город Ясный, Улица Ленина 34
Военный Комиссариат Города Алексин, Алексинского И Дубенского Районов Тульской Области; Область Тульская, Город Алексин, Улица Советская 36
Военный Комиссариат Елховского Района Самарской Области; Область Самарская, Село Елховка Улица Кооперативная 25
Объединенный Военный Комиссариат Города Гай Оренбургской Области; Область Оренбургская, Город Гай,
Военный Комиссариат Красноярского Района Самарской Области; Область Самарская, Село Красный яр Улица Кооперативная 59
Военный Комиссариат Города Карасук, Карасукского И Баганского Районов Новосибирской Области; Область Новосибирская, Город Карасук, Улица Октябрьская 63
Военный Комиссариат Города Городовиковск, Городовиковского И Яшалтинского Районов Республики Калмыкия; Республика Городовиковский, Город Городовиковск, Улица Ленина 21
Военный Комиссариат Лунинского И Иссинского Районов Пензенской Области; Область Пензенская, Рабочий поселок Лунино Улица Юбилейная 33
Государственное Учреждение Военный Комиссариат Апастовского И Кайбицкого Районов Рт; Республика Татарстан, Поселок городского типа Апастово
Военный Комиссариат Города Фролово И Фроловского Района Волгоградской Области; Область Фроловский, Город Фролово, Улица Московская 2
Военный Комиссариат Фрунзенского Района Города Иваново; Область Ивановская, Город Иваново, Улица Станко 14а
Военный Комиссариат Города Жигулевск Самарской Области; Область Самарская, Город Жигулевск, Улица Приволжская 7а
Военный Комиссариат Терновского Района Воронежской Области; Область Терновский, Село Терновка Улица Советская
Военный Комиссариат Города Отрадный И Кинель-черкасского Района Самарской Области; Область Самарская, Город Отрадный,
Военный Комиссариат Шигонского Района; Область Самарская, Село Шигоны Улица Кооперативная 71
Военный Комиссариат Макушинского И Лебяжьевского Районов Курганской Области; Область Макушинский, Город Макушино, Улица Красная площадь 17
Военный Комиссариат Г.октябрьска Самарской Области; Область Самарская, Город Октябрьск, Улица Ленина 47
Государственное Учреждение Военный Комиссариат Г.подольск,подольского Района Московской Области И Городов Климовск,троицк И Щербинка Московской Области; Область Московская, Город Подольск, Проспект Ленина 73
Военный Комиссариат Большереченского И Саргатского Районов Омской Области; Область Омская, Рабочий поселок Большеречье Улица 50 лет влксм 4
Военный Комиссариат Сенгилеевского И Тереньгульского Районов Ульяновской Области; Область Ульяновская, Рабочий поселок Тереньга Улица Евстифеева 55
Военный Комиссариат Города Исилькуль, Исилькульского И Полтавского Районов Омской Области; Область Омская, Город Исилькуль, Улица Карла маркса 25
Объединенный Военный Комиссариат Академического Района Юго-западного Административного Округа Г. Москвы; Москва, Улица Кржижановского 20 6
Объединенный Военный Комиссариат Тандинского Района; Республика Тандинский, Село Бай-хаак Улица Горького 32
Военный Комиссариат Каракулинского Района; Республика Удмуртская, Село Каракулино Улица Каманина 39
Военный Комиссариат Дебесского Района; Республика Удмуртская, Село Дебесы Улица Советская 84
Военный Комиссариат Вавожского Района; Республика Удмуртская, Село Вавож Улица Коммунальная 13
Военнный Комиссариат Темниковского Района Республики Мордовия; Республика Мордовия, Город Темников,
Военный Комиссариат Киясовского Района; Республика Удмуртская, Село Киясово Улица Полевая 7
Военный Комиссариат Новошешминского Района Республики Татарстан; Республика Татарстан, Село Новошешминск Улица Советская 84
Военный Комиссариат Больше-игнатовского Района Республики Мордовия; Республика Мордовия, Село Большое игнатово Улица Советская 25
Военный Комиссариат Новооскольского Района Белгородской Области; Область Белгородская, Город Новый оскол, Улица Ленина 52
Военный Комиссариат Ново-савиновского Района Г. Казани; Татарстан, Поселок Воровского 2
Военный Комиссариат Бабынинского И Мещовского Районов Калужской Области; Область Калужская, Поселок Бабынино Улица Центральная 12
Военный Комиссариат Городов Новомосковск, Донской И Новомосковский Район; Область Тульская, Город Новомосковск, Улица Калинина 29
Военный Комиссариат Горьковского И Нижнеомского Районов Омской Области; Область Омская, Рабочий поселок Горьковское Улица Коммунаров 18
Военный Комиссариат Ногайского Района Республики Дагестан; Республика Ногайский, Село Терекли-мектеб Улица Эдиге Дом 11
Военный Комиссариат Топчихинского И Калманского Районов Алтайского Края; Край Алтайский, Село Топчиха Переулок Садовый 8
Военный Комиссариат Мамонтовского И Романовского Районов Алтайского Края; Край Алтайский, Село Мамонтово Улица Кашировская 16
Военный Комиссариат Железнодорожного Округа Города Курска И Курского Района Курской Области; Область Курская, Город Курск, Улица Рабочая 2-я 20
Военный Комиссариат Октябрьского, Индустриального И Устиновского Районов Города Ижевск Удмуртской Республики; Республика Удмуртская, Город Ижевск, Улица Дзержинского 1а
Военный Комиссариат Города Камень-на-оби, Каменского И Крутихинского Районов Алтайского Края; Край Алтайский, Город Камень-на-оби, Улица Ленина 63
Военный Комиссариат Рудничного И Кировского Районов Города Кемерово Кемеровской Области; Область Кемеровская, Город Кемерово, Улица Рекордная 5
Военный Комиссариат Ленинского И Нововятского Районов Города Киров Кировской Области; Область Кировская, Город Киров, Улица Московская 121 а
Военный Комиссариат Октябрьского И Первомайского Районов Города Киров Кировской Области; Область Кировская, Город Киров, Улица Мопра 111
Военный Комиссариат Ленинского, Заводского И Центрального Районов Города Кемерово Кемеровской Области; Область Кемеровская, Город Кемерово, Проспект Ленина 17
Военный Комиссариат Города Бавлы, Бавлинского И Ютазинского Районов Республики Татарстан; Республика Татарстан, Город Бавлы, Улица Гоголя 16
Военный Комиссариат Города Махачкала Республики Дагестан; Республика Дагестан, Город Махачкала, Проспект Гамидова 63
Военный Комиссариат Казачинского И Пировского Районов Красноярского Края; Край Красноярский, Село Казачинское Улица Советская 112
Военный Комиссариат Ново-савиновского И Авиастроительного Районов Города Казань Республики Татарстан; Республика Татарстан, Город Казань, Улица Лукина 47 А
Военный Комиссариат Города Боготол, Боготольского И Тюхтетского Районов Красноярского Края; Край Красноярский, Город Боготол, Улица Советская 62
Военный Комиссариат Волховского И Киришского Районов Ленинградской Области; Область Ленинградская, Город Волхов, Улица Новгородская 1
Военный Комиссариат Центрального, Ленинского И Октябрьского Административных Округов Города Омск Омской Области; Область Омская, Город Омск, Улица Пушкина 74
Военный Комиссариат Чурапчинского Улуса Республики Саха (якутия); Республика Саха /якутия/, Село Чурапча
Военный Комиссариат Котовского И Даниловского Районов Волгоградской Области; Область Волгоградская, Город Котово, Улица Чапаева 2
Военный Комиссариат Любимского И Первомайского Районов Ярославской Области; Область Ярославская, Город Любим, Улица Ленина 27
Военный Комиссариат Города Заринск, Заринского, Залесовского И Кытмановского Районов Алтайского Края; Край Алтайский, Город Заринск, Улица Союза республик 21
"Государственное Учреждение ""военный Комиссариат Городов Катав-ивановск, Усть-катав И Катав-ивановского Района Челябинской Области"""; Область Челябинская, Город Катав-ивановск, Улица Дмитрия тараканова 47
Военный Комиссариат Арского И Атнинского Районов Республики Татарстан; Республика Татарстан, Поселок городского типа Арск Улица Галактионова 31
Военный Комиссариат Красногорского И Юкаменского Районов Удмуртской Республики; Республика Удмуртская, Село Красногорское Улица Первомайская 2
Военный Комиссариат Надтеречного И Наурского Районов Чеченской Республики; Республика Надтеречный, Село Знаменское Улица Строительная 15
Военный Комиссариат Адамовского И Кваркенского Районов Оренбургской Области; Область Оренбургская, Поселок Адамовка Улица 8 марта 11
Военный Комиссариат Верховского, Краснозоренского И Новодеревеньковского Районов Орловской Области; Область Орловская, Поселок городского типа Верховье
Военный Комиссариат Быковского Района Волгоградской Области; Область Волгоградская, Рабочий поселок Быково Улица Карла маркса 4
Военный Комиссариат Александрово-заводского Района; Край Забайкальский, Село Александровский завод Улица Косяковича 2
Военный Комиссариат Ленинского Района Города Иваново; Область Ивановская, Город Иваново, Улица Арсения 37а
Военно-патриотическое,научно-производственное Объединение Звезда Солнцевского Района Г.москвы; Москва, 
Военный Комиссариат Новоспасского, Радищевского И Старокулаткинского Районов Ульяновской Области; Область Ульяновская, Рабочий поселок Новоспасское Улица Терешковой 24
Военный Комиссариат Города Моршанск, Моршанского И Пичаевского Районов Тамбовской Области; Область Тамбовская, Город Моршанск,
Военный Комиссариат Города Мичуринск, Мичуринского, Никифоровского И Петровского Районов; Область Тамбовская, Город Мичуринск, Улица Красноармейская 35
Военный Комиссариат Майминского И Чойского Районов Республики Алтай; Республика Алтай, Село Майма Улица Заводская 42-а
Военный Комиссариат Города Ливны И Ливенского Района Орловской Области; Область Ливенский, Город Ливны, Улица К.филиппова 53 А
Объединенный Военный Комиссариат Даниловского Района Южного Административного Округа Г.москвы; Москва, Переулок Пересветов 5
Военный Комиссариат Березовского Района И Города Сосновоборск Красноярского Края; Край Красноярский, Рабочий поселок Березовка Улица Дзержинского 36
Военный Комиссариат Города Суровикино, Суровикинского И Чернышковского Районов Волгоградской Области; Область Волгоградская, Город Суровикино, Улица Элеваторная 13
Военный Комиссариат Знаменского И Большеуковского Районов Омской Области; Область Омская, Село Знаменское
Военный Комиссариат Города Буйнакск И Буйнакского Района Республики Дагестан; Республика Дагестан, Город Буйнакск, Улица Академика аскерханова 2
Военный Комиссариат Хвастовичского И Ульяновского Районов Калужской Области; Область Калужская, Село Хвастовичи Переулок Кирова 17
Военный Комиссариат Тамалинского И Бековского Районов Пензенской Области; Область Пензенская, Поселок городского типа Тамала Улица Александровская 2
Военный Комиссариат Города Тайга И Яшкинского Района Кемеровской Области; Область Кемеровская, Город Тайга, Проспект Кирова 6 А
Военный Комиссариат Новосибирского Района, Города Обь И Рабочего Поселка Кольцово Новосибирской Области; Область Новосибирский, Поселок городского типа Краснообск 
Военный Комиссариат Города Тогучин, Тогучинского И Болотнинского Районов Новосибирской Области; Область Тогучинский, Город Тогучин, Улица Островского 34
Военный Комиссариат Большеболдинского И Гагинского Районов Нижегородской Области; Область Большеболдинский, Село Большое болдино Улица Красная 56
Военный Комиссариат Первомайского И Староюрьевского Районов Тамбовской Области; Область Тамбовская, Рабочий поселок Первомайский Улица Больничная 1
Военный Комиссариат Города Каргат, Каргатского И Убинского Районов Новосибирской Области; Область Новосибирская, Город Каргат, Улица Октябрьская 4
Военный Комиссариат Подпорожского И Лодейнопольского Районов Ленинградской Области; Область Ленинградская, Город Подпорожье,
Военный Комиссариат Шаройского, Шатойского И Итум-калинского Районов Чеченской Республики; Республика Чеченская, Село Шатой
Военный Комиссариат Бежицкого И Володарского Районов Г.брянск Брянской Области; Область Брянская, Город Брянск, Улица Куйбышева 1
Военный Комиссариат Комсомольского Района Города Набережные Челны И Тукаевского Района Республики Татарстан; Республика Татарстан, Город Набережные челны, Улица Им низаметдинова р.м. 24
Военный Комиссариат Города Людиново, Людиновского И Жиздринского Районов Калужской Области; Область Калужская, Город Людиново, Улица Фокина 27
Военный Комиссариат Ульяновского Района Ульяновской Области; Область Ульяновский, Рабочий поселок Ишеевка Улица Мира 24
Военный Комиссариат Городов Енисейск, Лесосибирск И Енисейского Района Красноярского Края; Край Красноярский, Город Лесосибирск,
Военный Комиссариат Города Анжеро-судженск И Яйского Района Кемеровской Области; Область Кемеровская, Город Анжеро-судженск, Улица Прокопьевская 49-а
Военный Комиссариат Красноярского И Володарского Районов Астраханской Области; Область Астраханская, Село Красный яр Улица Молодой гвардии 60
Военный Комиссариат Ленинского И Правобережного Районов Города Магнитогорск Челябинской Области; Область Челябинская, Город Магнитогорск, Улица Дружбы 24
Военный Комиссариат Города Кирсанов, Кирсановского, Гавриловского И Уметского Районов; Область Тамбовская, Город Кирсанов, Улица Советская 12
Военный Комиссариат Чановского, Венгеровского И Кыштовского Районов Новосибирской Области; Область Новосибирская, Рабочий поселок Чаны Улица Комсомольская 17
Военный Комиссариат Петропавловского И Быстроистокского Районов Алтайского Края; Край Алтайский, Село Петропавловское Улица Спортивная 15
Объединенный Военный Комиссариат Останкинского Района Северо-восточного Административного Округа Г. Москвы; Москва, Переулок Печатников 18 1
Военный Комиссариат Приволжского И Вахитовского Районов Города Казань Республики Татарстан; Республика Татарстан, Город Казань, Улица Владимира кулагина 1
Военный Комиссариат Неверкинского И Камешкирского Районов Пензенской Области; Область Пензенская, Село Неверкино Улица Революционная 29
Военный Комиссариат Городов Луховицы, Зарайск, Луховицкого И Зарайского Районов Московской Области; Область Московская, Город Луховицы, Проезд Новый 1-й 6
Государственное Предприятие - Тунгокоченский Районный Военный Комиссариат; Край Тунгокоченский, Поселок городского типа Вершино-дарасунский Улица Багульная 1
Военный Комиссариат Города Прокопьевск И Прокопьевского Района Кемеровской Области; Область Кемеровская, Город Прокопьевск, Улица Горняцкая 7 А
Военный Комиссариат Шербакульского И Одесского Районов Омской Области; Область Омская, Рабочий поселок Шербакуль Улица Ленина 113
Военный Комиссариат Гиагинского И Кошехабльского Районов Республики Адыгея; Республика Адыгея, Станица Гиагинская Улица Красная 316
Военный Комиссариат Сухиничского И Думиничского Районов Калужской Области; Область Калужская, Город Сухиничи, Улица Пушкина 5
Военный Комиссариат Козельского И Перемышльского Районов Калужской Области; Область Калужская, Город Козельск, Улица Советская б. 1
Военный Комиссариат Сосковского И Шаблыкинского Районов Орловской Области; Область Орловская, Село Сосково Переулок Школьный 4
"Федеральное Казенное Учреждение ""военный Комиссариат Тюменской Области""";625003, Область Тюменская, Город Тюмень,
Военный Комиссариат Павловского И Николаевского Районов Ульяновской Области; Область Ульяновская, Рабочий поселок Павловка Улица Степана разина 3
Военный Комиссариат Города Сортавала И Лахденпохского Района Республики Карелия; Республика Карелия, Город Сортавала, Улица Карельская 21
Военный Комиссариат Суоярвского Района Республики Карелия; Республика Карелия, Город Суоярви,
Военный Комиссариат Петуховского И Частоозерского Районов Курганской Области; Область Курганская, Город Петухово, Улица К.маркса 49
Военный Комиссариат Беломорского Района Республики Карелия; Республика Карелия, Город Беломорск, Площадь Ленина 8
Военный Комиссариат Трусовского Района Г.астрахань; Область Астраханская, Город Астрахань, Переулок Пугачева 1
Военный Комиссариат Половинского Района Курганской Области; Область Половинский, Село Половинное Улица Победы 12
Военный Комиссариат Приволжского Района; Область Астраханская, Село Началово Переулок Проездной 6
Военный Комиссариат Калевальского Района Республики Карелия; Республика Карелия, Поселок городского типа Калевала
Военный Комиссариат Города Барыш, Барышского И Кузоватовского Районов Ульяновской Области; Область Ульяновская, Город Барыш, Улица Базарная 1а
Военный Комиссариат Пудожского Района Республики Карелия; Республика Карелия, Город Пудож,
Военный Комиссариат Красноярского Района Астраханской Области; Область Астраханская, Село Красный яр Улица Молодой гвардии 60
Военный Комиссариат Города Инза, Инзенского И Базарносызганского Районов Ульяновской Области; Область Ульяновская, Город Инза, Улица Революции 122
Военный Комиссариат Кузоватовского Района; Область Ульяновская, Рабочий поселок Кузоватово Переулок Кооперативный 4
Военный Комиссариат Кетовского И Половинского Районов Курганской Области; Область Кетовский, Село Кетово Улица Красина 16
Военный Комиссариат Мокроусовского Района Курганской Области; Область Мокроусовский, Село Мокроусово Улица Октябрьская 46
Военный Комиссариат Города Ахтубинск И Ахтубинского Района Астраханской Области; Область Астраханская, Город Ахтубинск, Улица Красноармейская 105
Военный Комиссариат Города Шадринск И Шадринского Района Курганской Области; Область Курганская, Город Шадринск, Улица Розы люксембург 24
Военный Комиссариат Белозерского Района Курганской Области; Область Белозерский, Село Белозерское Улица Советская 30
Военный Комиссариат Куртамышского И Целинного Районов Курганской Области; Область Курганская, Город Куртамыш, Улица Строителей 1
